seed,source,method,city,scenario,episode,n_agents,total_steps,tasks_appeared,tasks_completed,throughput_rate,accept_rate,latency_mean,latency_per_agent,agent_utilisation,mean_congestion,mean_trip_steps,mean_wait_steps,mean_road_pd_m,delivery_route_efficiency,mean_extra_steps_per_task,peak_load,congestion_variance,mean_bpr_along_route,n_traversals_in_jam,route_congestion_exposure,total_fleet_distance_m,agent_completed_gini,agent_completed_std,n_ghost_active_mean,mean_congestion_at_decision,wallclock_ms,compute_time_per_task_ms,compute_time_per_decision_us,capacity_violations,pairing_violations
42,RL,MAPPO,LosAngeles_Small,buildup,86,6,3600,230,166,0.7217,1.0000,639.5361,639.5361,0.3068,4.4642,223.2897,427.7364,866.2982,0.7759,50.0300,24,0.3553,4.1363,77,0.9347,143805.4844,0.2743,0.5082,741.5442,4.4636,34994,152.1478,25357.9707,0,0
42,RL,MAPPO,LosAngeles_Small,buildup,87,6,3600,178,152,0.8539,1.0000,637.2763,637.2763,0.3050,4.4708,252.7197,400.6609,1054.5378,0.8346,41.8121,24,0.3565,4.9163,81,0.9019,160289.7500,0.3235,0.6078,741.5442,4.4266,19929,111.9607,18660.1133,0,1
42,RL,MAPPO,LosAngeles_Small,over_fleet,88,6,3600,42,38,0.9048,1.0000,484.5000,121.1250,0.7911,4.6634,229.4474,264.1282,1039.7913,0.9063,21.4891,28,0.3595,3.2778,23,0.8578,39512.0664,0.2066,0.4435,944.3675,4.6837,26545,632.0238,105337.3047,0,0
42,RL,MAPPO,LosAngeles_Small,over_fleet,89,6,3600,55,52,0.9455,1.0000,652.2500,108.7083,1.0861,4.6530,265.7143,366.7872,1229.8649,0.9257,19.7413,28,0.3619,4.5750,44,0.8375,63952.9727,0.3216,0.6369,944.3675,4.6932,36585,665.1818,110863.6328,0,0
42,RL,FaithfulMAPPER,LosAngeles_Small,normal_wave,90,6,3600,106,86,0.8113,1.0000,490.8023,0.0000,0.1019,4.6512,251.1163,251.4194,1167.8263,0.9301,17.5510,28,0.3592,5.2200,77,0.8095,100433.0625,0.2647,0.5074,944.3675,4.7266,7567,71.3868,11897.7988,0,0
42,RL,FaithfulMAPPER,LosAngeles_Small,normal_wave,91,6,3600,99,87,0.8788,1.0000,483.3103,483.3103,0.1932,4.6509,261.4405,235.6000,1161.5889,0.8886,29.1227,28,0.3658,4.2082,72,0.8691,101058.2344,0.3194,0.6181,944.3675,4.7231,6206,62.6869,10447.8115,0,0
42,RL,FaithfulMAPPER,LosAngeles_Small,normal_ramp,92,6,3600,98,85,0.8673,1.0000,525.4824,0.0000,0.0994,4.3311,267.9639,247.9205,1203.1134,0.8980,27.3412,28,0.2991,3.0912,46,0.7971,102264.6406,0.3143,0.6421,519.0942,4.3700,6637,67.7245,11287.4150,0,0
42,RL,FaithfulMAPPER,LosAngeles_Small,normal_ramp,93,6,3600,103,92,0.8932,1.0000,526.7500,0.0000,0.0646,4.3197,288.5222,255.7629,1261.1959,0.8742,36.2830,24,0.3109,3.5946,45,0.7657,116030.0234,0.2657,0.5033,519.0942,4.3133,4687,45.5049,7584.1426,0,0
42,RL,FaithfulMAPPER,LosAngeles_Small,shock,94,6,3600,161,141,0.8758,1.0000,531.8085,531.8085,0.2413,4.1347,254.4148,294.4572,1148.0710,0.9025,24.8006,24,0.5010,3.1807,54,0.7868,161878.0312,0.2922,0.5400,430.0000,4.1064,8196,50.9068,8484.4717,0,0
42,RL,FaithfulMAPPER,LosAngeles_Small,shock,95,6,3600,141,123,0.8723,1.0000,455.5935,455.5935,0.2010,4.1653,201.4553,253.9848,937.6135,0.9308,13.9326,24,0.4832,3.1653,40,0.8276,115326.4609,0.3216,0.5904,430.0000,4.1439,4913,34.8440,5807.3286,0,0
42,RL,FaithfulMAPPER,LosAngeles_Small,buildup,96,6,3600,230,202,0.8783,1.0000,449.9653,449.9653,0.2103,4.4513,204.9799,251.0286,872.9069,0.8517,30.3985,24,0.3659,5.1563,115,0.8890,176327.1875,0.2581,0.4606,741.5442,4.4519,10814,47.0174,7836.2319,0,0
42,RL,FaithfulMAPPER,LosAngeles_Small,buildup,97,6,3600,178,169,0.9494,1.0000,531.8698,531.8698,0.2011,4.4634,259.7469,277.3681,1104.6560,0.8506,38.8157,24,0.3639,4.0714,99,0.7666,186686.8594,0.3026,0.5399,741.5442,4.4174,10110,56.7978,9466.2920,0,0
42,RL,FaithfulMAPPER,LosAngeles_Small,over_fleet,98,6,3600,42,41,0.9762,1.0000,453.3903,113.3476,0.7491,4.6636,231.3902,222.0000,1022.4376,0.8837,26.9027,28,0.3586,3.1886,19,0.8823,41919.9414,0.1862,0.4000,944.3675,4.6832,6019,143.3095,23884.9199,0,0
42,RL,FaithfulMAPPER,LosAngeles_Small,over_fleet,99,6,3600,55,52,0.9455,1.0000,544.0961,90.6827,1.1458,4.6547,287.8039,278.7037,1233.1317,0.8569,41.1776,28,0.3591,3.5465,36,0.7613,64122.8516,0.2405,0.5177,944.3675,4.6930,8463,153.8727,25645.4551,0,0
42,RL,IPPO,LosAngeles_Small,normal_wave,100,6,3600,106,88,0.8302,1.0000,505.4659,505.4659,0.1800,4.6442,243.2529,250.8283,1155.4852,0.9500,12.1558,28,0.3754,6.0300,86,0.8524,101682.7031,0.3083,0.5784,944.3675,4.7241,5113,48.2358,8039.3081,0,0
42,RL,IPPO,LosAngeles_Small,normal_wave,101,6,3600,99,86,0.8687,1.0000,492.1628,0.0000,0.1627,4.6529,257.7262,246.1236,1175.0543,0.9119,22.7153,28,0.3622,5.2274,80,0.8054,101054.6719,0.3137,0.6075,944.3675,4.7210,3960,40.0000,6666.6665,0,0
42,RL,IPPO,LosAngeles_Small,normal_ramp,102,6,3600,98,86,0.8776,1.0000,488.1744,0.0000,0.1472,4.3312,269.8118,230.1099,1236.0845,0.9163,22.5949,28,0.2999,2.9039,39,0.8061,106303.2656,0.2954,0.5715,519.0942,4.3693,3131,31.9490,5324.8301,0,0
42,RL,IPPO,LosAngeles_Small,normal_ramp,103,6,3600,103,89,0.8641,1.0000,525.4157,0.0000,0.1088,4.3175,284.9775,250.0316,1233.2411,0.8655,38.3293,24,0.3127,3.4330,37,0.7601,109758.4531,0.2704,0.5021,519.0942,4.3106,4093,39.7379,6622.9775,0,0
42,RL,IPPO,LosAngeles_Small,shock,104,6,3600,161,143,0.8882,1.0000,494.9930,0.0000,0.1500,4.1345,255.3380,243.5694,1160.0980,0.9087,23.3184,24,0.5052,2.3493,28,0.8004,165894.0156,0.2663,0.4992,430.0000,4.1123,5104,31.7019,5283.6440,0,0
42,RL,IPPO,LosAngeles_Small,shock,105,6,3600,141,123,0.8723,1.0000,454.4553,454.4553,0.2586,4.1642,216.7480,239.5926,935.7610,0.8635,29.5958,24,0.4828,2.9530,29,0.8219,115098.6094,0.3371,0.6058,430.0000,4.1481,4945,35.0709,5845.1538,0,0
42,RL,IPPO,LosAngeles_Small,buildup,106,6,3600,230,206,0.8957,1.0000,416.5971,416.5971,0.2508,4.4519,193.9753,232.5349,864.2344,0.8911,21.1284,24,0.3675,4.0607,118,0.8804,178032.2812,0.2435,0.4327,741.5442,4.4517,16476,71.6348,11939.1309,0,1
42,RL,IPPO,LosAngeles_Small,buildup,107,6,3600,178,169,0.9494,1.0000,502.7870,502.7870,0.2207,4.4628,232.4217,259.4386,1087.0953,0.9355,15.0026,24,0.3661,4.3540,95,0.7921,183719.1094,0.2874,0.5152,741.5442,4.4165,8634,48.5056,8084.2695,0,0
42,RL,IPPO,LosAngeles_Small,over_fleet,108,6,3600,42,38,0.9048,1.0000,481.4474,120.3618,0.7947,4.6628,231.7632,256.3658,1027.3019,0.8865,26.3028,28,0.3602,2.8580,18,0.8590,39037.4727,0.2072,0.4435,944.3675,4.6811,3523,83.8810,13980.1592,0,0
42,RL,IPPO,LosAngeles_Small,over_fleet,109,6,3600,55,52,0.9455,1.0000,514.3077,85.7179,1.1104,4.6550,283.0385,237.6481,1242.5856,0.8780,34.5213,28,0.3585,5.0761,53,0.7903,64614.4492,0.2009,0.4142,944.3675,4.6938,3736,67.9273,11321.2119,0,0
42,RL,Hybrid,LosAngeles_Small,normal_wave,110,6,3600,106,92,0.8679,1.0000,455.4891,0.0000,0.1328,4.6507,244.5435,214.4141,1168.9326,0.9560,10.7569,28,0.3585,5.3131,88,0.8602,107541.8047,0.3115,0.5930,944.3675,4.7257,8675,81.8396,13639.9375,0,0
42,RL,Hybrid,LosAngeles_Small,normal_wave,111,6,3600,99,92,0.9293,1.0000,457.9239,0.0000,0.1645,4.6533,262.8132,207.1489,1177.0762,0.8958,27.3980,28,0.3621,6.0564,72,0.8523,108291.0156,0.2687,0.5102,944.3675,4.7241,3421,34.5556,5759.2593,0,0
42,RL,Hybrid,LosAngeles_Small,normal_ramp,112,6,3600,98,82,0.8367,1.0000,503.9268,0.0000,0.0865,4.3311,266.4146,250.5824,1210.1995,0.9085,24.3748,28,0.2997,3.0982,47,0.7796,99236.3516,0.2817,0.5316,519.0942,4.3698,4036,41.1837,6863.9458,0,0
42,RL,Hybrid,LosAngeles_Small,normal_ramp,113,6,3600,103,92,0.8932,1.0000,529.7935,0.0000,0.1010,4.3178,290.0439,251.6495,1267.3477,0.8739,36.5744,24,0.3133,3.7072,42,0.7459,116595.9844,0.2513,0.4738,519.0942,4.3115,4801,46.6117,7768.6084,0,0
42,RL,Hybrid,LosAngeles_Small,shock,114,6,3600,161,144,0.8944,1.0000,515.9375,515.9375,0.2003,4.1347,273.6056,236.7881,1164.5717,0.8513,40.6913,24,0.5033,3.6787,57,0.7785,167698.3125,0.2724,0.4942,430.0000,4.1082,6029,37.4472,6241.2007,0,0
42,RL,Hybrid,LosAngeles_Small,shock,115,6,3600,141,125,0.8865,1.0000,411.8480,411.8480,0.2354,4.1669,201.5120,217.9265,932.9626,0.9260,14.9195,24,0.4822,3.3480,34,0.8559,116620.3359,0.2959,0.5337,430.0000,4.1483,3822,27.1064,4517.7305,0,0
42,RL,Hybrid,LosAngeles_Small,buildup,116,6,3600,230,213,0.9261,1.0000,390.0000,390.0000,0.2367,4.4524,198.0566,199.1131,858.1904,0.8666,26.4185,24,0.3678,4.6220,103,0.9161,182794.5469,0.2512,0.4498,741.5442,4.4520,6556,28.5043,4750.7246,0,0
42,RL,Hybrid,LosAngeles_Small,buildup,117,6,3600,178,171,0.9607,1.0000,503.9825,503.9825,0.2030,4.4629,238.2485,259.4655,1085.5989,0.9113,21.1287,24,0.3652,4.2742,105,0.7727,185637.4062,0.2648,0.4698,741.5442,4.4154,8460,47.5281,7921.3481,0,0
42,RL,Hybrid,LosAngeles_Small,over_fleet,118,6,3600,42,39,0.9286,1.0000,470.5898,94.1180,0.8585,4.6608,230.4872,242.9286,1019.6057,0.8847,26.5660,28,0.3647,3.5278,24,0.8697,39764.6250,0.2018,0.4500,944.3675,4.6834,2395,57.0238,9503.9678,0,0
42,RL,Hybrid,LosAngeles_Small,over_fleet,119,6,3600,55,53,0.9636,1.0000,502.4340,83.7390,1.1269,4.6563,283.7736,219.9074,1253.6044,0.8835,33.0527,28,0.3565,3.5047,39,0.8215,66441.0312,0.2286,0.4833,944.3675,4.6924,3764,68.4364,11406.0605,0,0
42,TP,TokenPassing,Tokyo_Small,normal_wave,0,6,3600,115,50,0.4348,1.0000,736.4800,184.1200,0.7982,4.6566,181.9535,607.2564,973.9891,1.0000,0.0000,28,0.3647,3.1846,20,1.0619,48699.4531,0.2424,0.4832,1125.4863,4.7228,196634,1709.8608,284976.8125,0,0
42,TP,TokenPassing,Tokyo_Small,normal_wave,1,6,3600,109,39,0.3578,1.0000,1058.2821,264.5705,0.8056,4.6571,270.8788,797.2143,1045.2001,0.7717,61.8388,28,0.3686,5.1369,27,0.9529,40762.8047,0.3646,0.6644,1125.4863,4.6589,230604,2115.6331,352605.5000,0,0
42,TP,TokenPassing,Tokyo_Small,normal_ramp,2,6,3600,105,44,0.4190,1.0000,741.8636,185.4659,0.7693,4.3414,219.7179,511.9730,1180.2579,1.0000,0.0000,24,0.2985,3.1141,18,0.9163,51931.3516,0.2094,0.3947,618.6302,4.3915,168164,1601.5619,266926.9688,0,0
42,TP,TokenPassing,Tokyo_Small,normal_ramp,3,6,3600,106,43,0.4057,1.0000,849.3488,212.3372,0.8000,4.3409,266.0750,573.4243,1023.7689,0.7695,61.3212,24,0.3049,3.0372,15,0.9799,44022.0625,0.3333,0.5999,618.6302,4.3757,166449,1570.2736,261712.2500,0,0
42,TP,TokenPassing,Tokyo_Small,shock,4,6,3600,170,45,0.2647,1.0000,690.5555,230.1852,0.6446,4.2581,156.0000,640.2500,1047.5055,1.0000,0.0000,28,0.4252,3.6423,18,0.9461,47137.7461,0.3692,0.6657,513.2000,4.2472,157415,925.9706,154328.4375,0,0
42,TP,TokenPassing,Tokyo_Small,shock,5,6,3600,165,34,0.2061,1.0000,1205.2646,401.7549,0.6430,4.2626,192.2812,957.3636,978.1385,1.0000,0.0000,24,0.4335,2.0352,6,1.0288,33256.7109,0.3375,0.5978,513.2000,4.2412,125077,758.0424,126340.4062,0,0
42,TP,TokenPassing,Tokyo_Small,buildup,6,6,3600,168,36,0.2143,1.0000,688.8055,229.6019,0.5016,4.5061,113.4333,583.7000,724.8694,1.0000,0.0000,32,0.3434,4.1702,17,1.0315,26095.3008,0.4318,0.8501,883.7547,4.4774,96942,577.0357,96172.6172,0,0
42,TP,TokenPassing,Tokyo_Small,buildup,7,6,3600,198,31,0.1566,1.0000,629.2903,209.7634,0.5019,4.5035,170.0385,562.3636,762.2928,0.8966,17.5799,24,0.3398,2.8049,13,0.9497,23631.0781,0.3587,0.6778,883.7547,4.4712,130473,658.9545,109825.7578,0,0
42,TP,TokenPassing,Tokyo_Small,over_fleet,8,6,3600,55,54,0.9818,1.0000,362.2037,72.4407,0.9152,4.6686,224.5370,138.0000,981.4570,0.8742,28.2456,28,0.3565,6.9357,48,1.0653,52998.6797,0.2998,0.5821,1125.4863,4.7391,39964,726.6182,121103.0312,0,0
42,TP,TokenPassing,Tokyo_Small,over_fleet,9,6,3600,51,51,1.0000,1.0000,394.2745,78.8549,0.9309,4.6652,255.2745,139.0000,1109.7141,0.8694,33.3317,28,0.3498,4.7137,37,1.0056,56595.4180,0.2445,0.5169,1125.4863,4.7265,37293,731.2353,121872.5469,0,0
42,TP,TokenPassing,Kyoto_Small,normal_wave,10,6,3600,94,57,0.6064,1.0000,871.7719,217.9430,0.8014,4.6410,228.9333,637.8055,914.0420,0.7985,46.1249,24,0.3896,3.6211,22,1.1062,52100.3945,0.2174,0.3961,631.4694,4.6010,77426,823.6808,137280.1406,0,0
42,TP,TokenPassing,Kyoto_Small,normal_wave,11,6,3600,103,53,0.5146,1.0000,890.0944,222.5236,0.8024,4.6484,159.2727,675.5854,860.0426,1.0000,0.0000,24,0.3776,7.0439,32,1.0198,45582.2578,0.2536,0.4743,631.4694,4.7231,100466,975.3981,162566.3438,0,0
42,TP,TokenPassing,Kyoto_Small,normal_ramp,12,6,3600,108,47,0.4352,1.0000,787.1915,196.7979,0.8025,4.3174,193.0513,661.8975,1041.9285,1.0000,0.0000,24,0.3201,3.6612,14,0.9581,48970.6367,0.1905,0.3499,347.1364,4.3505,121291,1123.0648,187177.4688,0,0
42,TP,TokenPassing,Kyoto_Small,normal_ramp,13,6,3600,113,48,0.4248,1.0000,760.2083,190.0521,0.7988,4.3256,215.0000,649.0513,955.3480,0.8887,23.9304,24,0.3116,4.1435,20,0.9483,45856.7031,0.2364,0.4369,347.1364,4.3742,146118,1293.0796,215513.2812,0,0
42,TP,TokenPassing,Kyoto_Small,shock,14,6,3600,150,44,0.2933,1.0000,828.5227,276.1742,0.6391,4.2228,187.7568,697.5455,887.7155,0.9456,10.2137,28,0.4512,2.3777,12,0.9693,39059.4805,0.2974,0.5342,288.0000,4.1956,103478,689.8533,114975.5547,0,0
42,TP,TokenPassing,Kyoto_Small,shock,15,6,3600,179,51,0.2849,1.0000,819.8431,273.2810,0.6443,4.2197,160.0769,624.0286,873.4402,1.0000,0.0000,26,0.4445,7.3912,15,1.1019,44545.4531,0.2698,0.5020,288.0000,4.2054,102399,572.0615,95343.5781,0,0
42,TP,TokenPassing,Kyoto_Small,buildup,16,6,3600,220,51,0.2318,1.0000,772.6863,257.5621,0.5040,4.4863,188.3954,540.8421,949.2957,1.0000,0.0000,24,0.3614,3.8654,16,1.0559,48414.0820,0.2389,0.4372,495.8625,4.4912,138741,630.6409,105106.8125,0,0
42,TP,TokenPassing,Kyoto_Small,buildup,17,6,3600,214,40,0.1869,1.0000,702.8500,234.2833,0.5027,4.4904,227.7647,463.3333,938.3075,0.8239,40.1032,28,0.3561,5.1387,19,1.0843,37532.3008,0.3214,0.5959,495.8625,4.4698,132139,617.4720,102911.9922,0,0
42,TP,TokenPassing,Kyoto_Small,over_fleet,18,6,3600,48,46,0.9583,1.0000,359.0652,89.7663,0.7975,4.6545,229.1087,127.8958,1009.8307,0.8815,27.1425,24,0.3640,7.6101,39,1.0305,46452.2109,0.2899,0.6102,631.4694,4.7210,24971,520.2292,86704.8594,0,0
42,TP,TokenPassing,Kyoto_Small,over_fleet,19,6,3600,56,54,0.9643,1.0000,379.1482,75.8296,0.9706,4.6572,274.8333,105.6727,1202.6522,0.8752,34.3029,32,0.3610,10.3853,57,1.0293,64943.2188,0.2887,0.6131,631.4694,4.7507,25449,454.4464,75741.0703,0,0
42,TP,TokenPassing,LosAngeles_Small,normal_wave,20,6,3600,106,47,0.4434,1.0000,928.1064,232.0266,0.7857,4.6600,333.7059,551.3214,1093.8407,0.6556,114.9377,28,0.3589,4.2245,29,0.9873,51410.5117,0.2179,0.4679,944.3675,4.7400,135880,1281.8868,213647.7969,0,0
42,TP,TokenPassing,LosAngeles_Small,normal_wave,21,6,3600,99,43,0.4343,1.0000,705.9302,176.4826,0.7574,4.6595,225.4324,569.5000,993.7314,0.8816,26.6861,28,0.3668,5.4357,23,1.0521,42730.4531,0.1857,0.3886,944.3675,4.7340,138321,1397.1818,232863.6250,0,0
42,TP,TokenPassing,LosAngeles_Small,normal_ramp,22,6,3600,98,41,0.4184,1.0000,829.1219,207.2805,0.7719,4.3461,209.0000,713.1714,1196.3292,1.0000,0.0000,28,0.2979,4.2925,14,0.8771,49049.4961,0.1667,0.2999,519.0942,4.3848,142077,1449.7653,241627.5312,0,0
42,TP,TokenPassing,LosAngeles_Small,normal_ramp,23,6,3600,103,49,0.4757,1.0000,863.0204,215.7551,0.8010,4.3355,207.2683,612.1351,1105.1527,1.0000,0.0000,24,0.3058,3.2021,14,0.9817,54152.4805,0.2674,0.4794,519.0942,4.3293,144391,1401.8544,233642.4062,0,0
42,TP,TokenPassing,LosAngeles_Small,shock,24,6,3600,161,47,0.2919,1.0000,739.5958,246.5319,0.6388,4.2428,219.9268,522.8182,1122.7760,1.0000,0.0000,24,0.4355,3.2474,11,1.0437,52770.4727,0.1838,0.3266,430.0000,4.2253,136839,849.9317,141655.2812,0,0
42,TP,TokenPassing,LosAngeles_Small,shock,25,6,3600,141,38,0.2695,1.0000,836.0789,278.6930,0.6425,4.2507,252.7931,622.6786,867.3088,0.6862,79.3313,24,0.4307,2.6226,10,0.9543,32957.7344,0.3500,0.6600,430.0000,4.2323,100475,712.5886,118764.7734,0,0
42,TP,TokenPassing,LosAngeles_Small,buildup,26,6,3600,230,52,0.2261,1.0000,651.1923,325.5962,0.4991,4.5072,140.9286,511.8571,719.0798,1.0000,0.0000,24,0.3385,3.5652,14,1.1393,37392.1484,0.2381,0.4286,741.5442,4.5040,207535,902.3261,150387.6875,0,0
42,TP,TokenPassing,LosAngeles_Small,buildup,27,6,3600,178,39,0.2191,1.0000,653.6154,217.8718,0.5022,4.5040,140.2500,498.2963,758.9643,1.0000,0.0000,24,0.3446,3.2299,9,1.1314,29599.6074,0.2647,0.4886,741.5442,4.4612,119656,672.2247,112037.4531,0,0
42,TP,TokenPassing,LosAngeles_Small,over_fleet,28,6,3600,42,41,0.9762,1.0000,369.0000,92.2500,0.7070,4.6637,235.5854,133.5238,1042.8539,0.8853,27.0146,28,0.3595,3.8652,24,1.0392,42757.0078,0.2169,0.4274,944.3675,4.6843,29256,696.5714,116095.2344,0,0
42,TP,TokenPassing,LosAngeles_Small,over_fleet,29,6,3600,55,55,1.0000,1.0000,420.2727,70.0455,1.0701,4.6574,279.2909,140.9818,1228.4979,0.8797,33.5913,28,0.3541,5.6955,48,0.9454,67567.3828,0.2037,0.3971,944.3675,4.6927,40643,738.9636,123160.6094,0,0
42,HAPC,HybridAdaptivePredictive,Tokyo_Small,normal_wave,0,6,3600,115,30,0.26087,1.0,960.8,160.133,0.90912,4.64972,356.633,812.433,850.89,0,0,28,0.138761,1,0,0,59330.1,0.277778,0.503322,1125.49,0,776386,6751.09,6.56606e+06,0,0
42,HAPC,HybridAdaptivePredictive,Tokyo_Small,normal_wave,1,6,3600,109,18,0.165138,1.0,1392.28,232.046,0.956759,4.65927,495.833,1189.17,842.131,0,0,28,0.132263,1,0,0,38150,0.185185,0.360041,1125.49,0,425423,3902.88,3.73944e+06,0,0
42,HAPC,HybridAdaptivePredictive,Tokyo_Small,normal_ramp,0,6,3600,105,30,0.285714,1.0,931.867,155.311,0.863796,4.32185,319,861.8,904.491,0,0,24,0.095901,1,0,0,70765,0.188889,0.34641,618.63,0,732491,6976,6.80536e+06,0,0
42,HAPC,HybridAdaptivePredictive,Tokyo_Small,normal_ramp,1,6,3600,106,40,0.377358,1.0,983.55,163.925,0.961806,4.31549,311.225,842.075,925.153,0,0,24,0.103804,1,0,0,77767,0.166667,0.295804,618.63,0,779066,7349.59,7.18001e+06,0,0
42,HAPC,HybridAdaptivePredictive,Tokyo_Small,stress_shock,0,5,3600,170,61,0.358824,1.0,1167.21,233.443,0.980389,4.20458,325.902,904.639,809.317,0,0,28,0.211617,1,0,0,63842.4,0.190164,0.341519,513.2,0,1003059,5900.29,5.81569e+06,0,0
42,HAPC,HybridAdaptivePredictive,Tokyo_Small,stress_shock,1,5,3600,165,42,0.254545,1.0,1198.81,239.762,0.969333,4.21117,491.952,990.548,955.778,0,0,24,0.218032,1,0,0,65290.2,0.142857,0.287692,513.2,0,873739,5295.34,5.21513e+06,0,0
42,HAPC,HybridAdaptivePredictive,Tokyo_Small,stress_buildup,0,4,3600,168,41,0.244048,1.0,1114.9,278.726,0.958333,4.49673,319.073,947.512,709.578,0,0,32,0.124991,1,0,0,43834.6,0.140244,0.252295,883.755,0,705317,4198.26,4.12623e+06,0,0
42,HAPC,HybridAdaptivePredictive,Tokyo_Small,stress_buildup,1,4,3600,198,46,0.232323,1.0,1140.33,285.082,0.982014,4.48773,299.152,1106.2,763.202,0,0,24,0.128678,1,0,0,54127.1,0.0652174,0.130435,883.755,0,925033,4671.83,4.60251e+06,0,0
42,HAPC,HybridAdaptivePredictive,Tokyo_Small,over_fleet,0,60,3600,55,49,0.890909,1.0,406.755,6.77925,0.121245,4.64878,253.98,177.184,920.423,0,0,28,0.142964,1,0,0,78444.5,0.264626,0.53569,1125.49,0,809075,14710.3,1.4517e+07,0,0
42,HAPC,HybridAdaptivePredictive,Tokyo_Small,over_fleet,1,60,3600,51,42,0.823529,1.0,583.357,9.72262,0.156741,4.64131,344.857,322.357,1102.16,0,0,28,0.142392,1,0,0,77518,0.21746,0.508432,1125.49,0,726083,14236.7,1.40449e+07,0,0
42,HAPC,HybridAdaptivePredictive,Kyoto_Small,normal_wave,0,6,3600,94,35,0.37234,1.0,744.514,124.086,0.948611,4.61874,269.543,690.314,825.079,0,0,24,0.176905,1,0,0,65338.9,0.147619,0.269542,631.469,0,208901,2011.36,1.92663e+06,0,0
42,HAPC,HybridAdaptivePredictive,Kyoto_Small,normal_wave,1,6,3600,103,31,0.300971,1.0,1096.97,182.828,0.92338,4.63383,400.258,982.645,809.585,0,0,24,0.154371,1,0,0,56798.5,0.322581,0.623841,631.469,0,229600,2229.08,2.14815e+06,0,0
42,HAPC,HybridAdaptivePredictive,Kyoto_Small,normal_ramp,0,6,3600,108,45,0.416667,1.0,915.6,152.6,0.96588,4.26454,388,843.422,852.549,0,0,24,0.123115,1,0,0,86881.4,0.240741,0.447214,347.136,0,309194,2862.86,2.77668e+06,0,0
42,HAPC,HybridAdaptivePredictive,Kyoto_Small,normal_ramp,1,6,3600,113,43,0.380531,1.0,926.93,154.488,0.92787,4.28858,302.86,903.581,897.601,0,0,24,0.109601,1,0,0,76042.4,0.135659,0.247213,347.136,0,303011,2681.47,2.59755e+06,0,0
42,HAPC,HybridAdaptivePredictive,Kyoto_Small,stress_shock,0,5,3600,150,61,0.406667,1.0,1171.34,234.269,0.953056,4.13903,430.115,1073.66,863.795,0,0,28,0.253285,1,0,0,69916.9,0.118033,0.216244,288,0,347806,2318.67,2.27195e+06,0,0
42,HAPC,HybridAdaptivePredictive,Kyoto_Small,stress_shock,1,5,3600,179,48,0.268156,1.0,1349.27,269.854,0.973722,4.13608,484.542,1279.02,1142.74,0,0,24,0.253759,1,0,0,60457.8,0.216667,0.424918,288,0,392211,2191.09,2.14821e+06,0,0
42,HAPC,HybridAdaptivePredictive,Kyoto_Small,stress_buildup,0,4,3600,220,28,0.127273,1.0,903.5,225.875,0.980903,4.46906,290.643,1383.71,655.578,0,0,24,0.154335,1,0,0,35269.6,0.285714,0.515079,495.862,0,268823,1221.9,1.18639e+06,0,0
42,HAPC,HybridAdaptivePredictive,Kyoto_Small,stress_buildup,1,4,3600,214,25,0.116822,1.0,1149.84,287.46,0.977361,4.47385,416.84,1369.04,652.674,0,0,28,0.152721,1,0,0,34604.3,0.51,0.982242,495.862,0,256124,1196.81,1.1592e+06,0,0
42,HAPC,HybridAdaptivePredictive,Kyoto_Small,over_fleet,0,60,3600,48,37,0.770833,1.0,648.486,10.8081,0.123912,4.63042,407.595,253.081,954.369,0,0,24,0.151654,1,0,0,61062.7,0.212212,0.492456,631.469,0,256672,5347.21,5.24043e+06,0,0
42,HAPC,HybridAdaptivePredictive,Kyoto_Small,over_fleet,1,60,3600,56,47,0.839286,1.0,553.149,9.21915,0.152907,4.61698,413.426,174.128,1096.46,0,0,32,0.163259,1,0,0,86109,0.230496,0.456828,631.469,0,370483,6615.66,6.49511e+06,0,0
42,HAPC,HybridAdaptivePredictive,LosAngeles_Small,normal_wave,0,6,3600,106,30,0.283019,1.0,1060.83,176.806,0.853472,4.64811,413.167,1064.37,963.274,0,0,28,0.141619,1,0,0,59483.2,0.277778,0.503322,944.367,0,494432,4564.18,4.43133e+06,0,0
42,HAPC,HybridAdaptivePredictive,LosAngeles_Small,normal_wave,1,6,3600,99,25,0.252525,1.0,981.68,163.613,0.834398,4.65401,447.72,962.32,901.572,0,0,28,0.138059,1,0,0,51042.3,0.193333,0.377359,944.367,0,441680,4461.33,4.32022e+06,0,0
42,HAPC,HybridAdaptivePredictive,LosAngeles_Small,normal_ramp,0,6,3600,98,32,0.326531,1.0,896.469,149.411,0.877407,4.32446,362,869.094,1025.23,0,0,28,0.0942584,1,0,0,66997.4,0.270833,0.492125,519.094,0,511593,5220.26,5.08079e+06,0,0
42,HAPC,HybridAdaptivePredictive,LosAngeles_Small,normal_ramp,1,6,3600,103,31,0.300971,1.0,1244.06,207.344,0.932917,4.30883,385.903,1064,1085.6,0,0,24,0.104157,1,0,0,73117,0.145161,0.260073,519.094,0,601805,5842.69,5.7014e+06,0,0
42,HAPC,HybridAdaptivePredictive,LosAngeles_Small,stress_shock,0,5,3600,161,47,0.291925,1.0,1419.26,283.851,0.965111,4.18371,465.66,1337.96,960.146,0,0,24,0.22474,1,0,0,64949.1,0.212766,0.418019,430,0,858073,5329.59,5.25534e+06,0,0
